Name,ID,Content,Comments,Retweet,Likes,ImageURL,VideoURL,TweetURL
Antonio Grasso,antgrasso,"How do Working Patterns of Baby Boomers, Gen X, Millenials and Gen Z generations differ and how are businesses adapting to this new norm? Link >> https://buff.ly/2IVpDjO  @raconteur via @antgrasso #FutureofWorks #WorkTrends #DigitalTransformationpic.twitter.com/tWbbY45NzO",,57,73,https://pbs.twimg.com/media/EKNPU_4X0AA6hE8.jpg,,https://twitter.com/antgrasso/status/1198889149828358144
Wall St. Bailout Stan,CascadianSolo,"Another thing about Gen Z, and Millennials, too.They aren't rebelling. Teenage alcohol consumption is down. Teenage pregnancies are down. Youth crime rates are down by more than half. Teenage sexual behavior is down. Drug usage is down.They're better behaved than ever.",7,8,92,,,https://twitter.com/CascadianSolo/status/1198881493864501249
Wall St. Bailout Stan,CascadianSolo,"In California, 44% of kids under 18 speak a language other than English at home. Gen Z is even more supportive of government invervention in the economy than Millennials.The LGBT percentage among Gen Z is also high as fuck, with 34% bi in some way.https://www.ozy.com/acumen/does-gender-still-matter-in-dating-less-and-less-for-generation-z/94516/ …",2,8,32,,,https://twitter.com/CascadianSolo/status/1198874460293480448
Wall St. Bailout Stan,CascadianSolo,"I've haphazardly been writing a piece tonight on the rise of liberalism in Middle America, and I have to say....the long term trajectory of conservatism is fucked.Religiosity has collapsed among Millennials and Gen Z. 66% of current K-12 students are in diverse schools.",7,6,59,,,https://twitter.com/CascadianSolo/status/1198874459693703170
bee,honeybeetrice,boomers: i can't wait to buy a summer house gen z: pic.twitter.com/xisgkITadT,46,7.3K,36K,https://pbs.twimg.com/media/EKM109TVAAAYkHa.jpg,,https://twitter.com/honeybeetrice/status/1198861113317679104
alix,SuperStarBIGHIT,and on top of that they played kahoot during their fansign?? txt gen z icons wbk  https://twitter.com/soobinlovbot/status/1198611040650481670 …,,13,71,,,https://twitter.com/SuperStarBIGHIT/status/1198834282606796800
ً,seIengendary,Gen Z kids really out here thinking Ke$ha’s song Tik Tok is about the app I- pic.twitter.com/CXex1zRZhX,13,73,359,,https://twitter.com/i/videos/1198817103429505024?embed_source=facebook,https://twitter.com/seIengendary/status/1198817103429505024
Matty!,MattytheMouse,"I’mma address some of the common responses so far.“Millennials are near their 40s!”Sorry, I keep forgetting millennials are a 10-20 year gap.“Gen Z invented ok boomer!”Again, sorry... But we’re kinda in the same boat!“Jobs are not literally nonexistent!”ok boomer",5,59,920,,,https://twitter.com/MattytheMouse/status/1198740870398394368
milo,stevelovebot,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you are an honorary member of the young avengers,,3,21,,,https://twitter.com/stevelovebot/status/1198713559745802240
Monica On Air,monicaonairtalk,"Surviving Thanksgiving, Children's Book Features MAGA Tolerance Lessons, Message To POTUS From Gen Z- Chick-Fil-A Trans Cows? WSB RADIO Live http://bit.ly/2OT2yzF ",2,14,41,,,https://twitter.com/monicaonairtalk/status/1198712496896532485
♡ snitchery ♡,babysnitchery,that said i know im gen z because if someone ELSE is a dry ass texter... u r never getting a kiss,3,17,447,,,https://twitter.com/babysnitchery/status/1198703143745392640
Dr James Kent,DrJamesKent3,"Gen Z is the newest generation to be named and were born between 1995 and 2015. They are currently between 4-24 years old. 9/10, that's an ASTONISHING 89% say, and think their lives are meaningless. Atheism seems to be doing just as badly in this post christian Britain. Worrying.",5,12,22,,,https://twitter.com/DrJamesKent3/status/1198684814351781888
I Hate Slavory!,SoualiganAmazon,Is he gen z’s Tupac or something? Help me understand lol by Tupac I mean art immortalized & overhyped through death & politics also overhyped because CisHet BM who acknowledges “the community” are revered.,5,28,147,,,https://twitter.com/SoualiganAmazon/status/1198667414902333442
leia organa’s gf,leiaxrgna,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you are an honorary cast member of the Star Wars Prequels.,12,417,1.5K,,,https://twitter.com/leiaxrgna/status/1198637140638191617
Nana loves tubatu,soobinlovbot,Introduce to you txt and their gen z humor ! pic.twitter.com/eR4kKbFhLo,58,4.0K,12K,https://pbs.twimg.com/media/EKJSYHVUYAIc1IV.jpghttps://pbs.twimg.com/media/EKJSYHTUcAAW5mf.jpghttps://pbs.twimg.com/media/EKJSYHVU8AIl3q3.jpg,,https://twitter.com/soobinlovbot/status/1198611040650481670
Unimpeachable Poso  🇺🇸,JackPosobiec,Gen Z more open to home ownership than millennials https://twitter.com/NBCNewYork/status/1198466295605448704 …,30,55,232,,,https://twitter.com/JackPosobiec/status/1198605173943341056
Zendaya Media Backup,ZendayaMedias,"#5 Lancôme first new fragrance in seven years has successfully captured the attention of Gen Z. With feminist powerhouse Zendaya as its face, responsibly sourced extracts inside, and an ultra-slim bottle that can be kept and refilled, this sparkling rose scent marks a shift... https://twitter.com/BazaarUK/status/1197898060820553730 …",,14,179,,,https://twitter.com/ZendayaMedias/status/1198595385616453633
Tom Bonier,tbonier,"Your random election data stat of the day: there are 890,496 Millennial and Gen Z registered voters in Florida who were not on the voter rolls in 2016 when Trump carried the state by 112,911 votes.",62,630,1.9K,,,https://twitter.com/tbonier/status/1198589796119203841
 🎄The Christmas Killer Queen 🎄,arrobalourdes,"Climate change fake, gen z stupid pic.twitter.com/otylL2KEWx",1,12,136,https://pbs.twimg.com/media/EKIXMDbWkAEyRb-.jpg,,https://twitter.com/arrobalourdes/status/1198545951239090176
TIN // 원호 사랑해,queenwonkyun,me looking at these gen z kids shitting on 2nd gen kpoppic.twitter.com/oys6GW3taL,5,158,486,https://twitter.com/f25918b2-5a7f-44af-8702-55f319d0e504,https://twitter.com/i/videos/1198485173584556032?embed_source=facebook,https://twitter.com/queenwonkyun/status/1198485173584556032
َ,WALKYOUH0ME,hendery throwing up a peace sign after crying might be the most gen z thing he has ever donepic.twitter.com/OikAkwZtoy,1,18,73,,https://twitter.com/i/videos/1198477113789014016?embed_source=facebook,https://twitter.com/WALKYOUH0ME/status/1198477113789014016
 🍒 𝒩𝒶𝑜𝓂𝒾  🍒,elorakdshn,Boomer and gen Z fist fighting on who’s the worst generation ever .... meanwhile millenials and gen x are sandwiched having to endure the co-existence of yall both https://twitter.com/mellaziz/status/1197787049849278464 …,,52,61,,,https://twitter.com/elorakdshn/status/1198461918224084992
Café con leche,SunBumSol,"Apparently lots of Gen Z kids can't read Analog clocks.Pray for the children, folks.",1,10,26,,,https://twitter.com/SunBumSol/status/1198446422221295616
 🥀 💉sara 💉 🥀 @ SUF spoilers,pyramidserum,"AGAIN not to sound like a zoomer but back in my day all we had were the shock sites like blue waffle, meatspin, and 2 girls 1 cup. the divide between early gen z and late gen z is unreal with the increasing amount of kids born with an iphone and how accessible porn is now",2,3,35,,,https://twitter.com/pyramidserum/status/1198443994977579008
✧.* : 𝖒𝖆𝖗𝖎 . *:✧,decafmari_,gen z kids who say shit like “this generation is so soft” have such BOOMER energy like okay grandpa.,8,198,1.1K,,,https://twitter.com/decafmari_/status/1198395750461267968
300 days w skz ♡,hwngod,if you were born before 1997 you are a millennialif you were born after 2001 you are gen zif you were born in between then you’re part of the same generation as wdw and thats rough buddy,6,4,46,,,https://twitter.com/hwngod/status/1198393477773570050
bri,bigshitxtalker,gen z ain’t making no impact. y’all will never be better than the millz sweetie. https://twitter.com/cccecb/status/1198390598341943296 … pic.twitter.com/4v8DyEQhKA,3,18,46,https://pbs.twimg.com/media/EKGKljzXsAASmnc.jpg,,https://twitter.com/bigshitxtalker/status/1198391359113191424
DJWalnut  🍐,dj_walnut,is ruining people's lives over drawings Gen Z culture?,9,20,85,,,https://twitter.com/dj_walnut/status/1198390371111198720
tess,tessastroz,Late Millennial and gen z gorls with Aquarius placements have no idea what type of girl they wanna be. We need a support group,23,244,1.3K,,,https://twitter.com/tessastroz/status/1198355986978942976
Students for Life,StudentsforLife,"Don't be misled by ""Bernie Bros"" and the ""Yang Gang"" and those 6 young people who like Joe Biden,.Millennials and Gen Z are pro-life! Statistically, even many of their supporters want limits on abortion and want to see Roe reversed.",3,26,116,,,https://twitter.com/StudentsforLife/status/1198353103629758464
 🍑,PEACHYBLACKG0RL,gen z kids just got a nightmarish flashback we never wanted to think about ever again https://twitter.com/jaboukie/status/1198293666412011521 …,3,459,3.3K,,,https://twitter.com/PEACHYBLACKG0RL/status/1198343417518051328
Morgan Chambers Neely  🇬🇭,madwestafrican,"The boomers keep accusing me of being a racist who hates them, but if they weren’t so slow they’d know I’m trying to help.Gen Z will save the world from the globalist, degenerate handlers. https://twitter.com/domesork/status/1198340398638358528 …",10,4,28,,,https://twitter.com/madwestafrican/status/1198340833382039552
The Guardian,guardian,Enough of Gen Z’s sorry generation game. Get the boomers onside | Sonia Sodha https://www.theguardian.com/commentisfree/2019/nov/23/enough-of-gen-z-sorry-generation-game-get-the-boomers-onside?utm_term=Autofeed&CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1574540559 …,7,7,26,,,https://twitter.com/guardian/status/1198340073193951232
yumi♡ [happy shinwon day 🍟],yumivation,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you’re part of the same generation as PENTAGON and that’s the reason you're the most beautiful thing out here,4,41,103,,,https://twitter.com/yumivation/status/1198324573030289408
Lindsay Crouse,lindsaycrouse,Smart move: Lots of boomers (and policy makers) in this audience. Gen Z has no time for games. https://twitter.com/Joelsherman1/status/1198318294396215296 …,1,3,40,,,https://twitter.com/lindsaycrouse/status/1198321616201101312
Namjoons Gay Bodyguard,btscryptid,That’s so.  Gen Z Rowdy Gay.,,,109,,,https://twitter.com/btscryptid/status/1198290383433818112
ish,ohhnct,hendery throwing up a peace sign after holding back his tears & jisung making a rock & roll sign while crying... biggest massive gigantic gen z energy pic.twitter.com/59ZzYO7U63,1,33,92,https://pbs.twimg.com/media/EKEHtwdU8AIaVgE.jpghttps://pbs.twimg.com/media/EKEHt6gU8AEl2aJ.jpg,,https://twitter.com/ohhnct/status/1198247463879991297
Vox,voxdotcom,"Prediction: Today’s ""OK boomer"" Gen Z will complain about the youth one day. Blame human memory. https://trib.al/IVVfhVq ",16,66,215,,,https://twitter.com/voxdotcom/status/1198246087066312706
Iris  ☁️ Jwoo E D I T - Kun/ten AU,kunsnem,THE WAY HENDERY CAME OUT WITH A PEACE SIGN AFTER STOPPING HIS TEARS IS THE MOST GEN Z THING EVER #WayV_FanmeetinginWuhanpic.twitter.com/YhTJr5Cuac,16,2.4K,5.2K,,https://twitter.com/i/videos/1198236281240739845?embed_source=facebook,https://twitter.com/kunsnem/status/1198236281240739845
Kiandy  👊,kiandymundi,"Millenials angering Boomers by not buying diamonds [2015]Gen Z angering Millenials by calling them Boomers [2019]Gen+ angering Gen Z by saying K-Pop, Fortnite and Twitter are boring [2024]",4,7,124,,,https://twitter.com/kiandymundi/status/1198204309151858689
Caitlin Kelly,caitlin__kelly,youtube comment thread arguing over whether jenna marbles has gen z humor.i. am. sobbing. pic.twitter.com/kz8i2QxwYN,4,3,43,https://pbs.twimg.com/media/EKCiLJCWoAAlM9x.jpg,,https://twitter.com/caitlin__kelly/status/1198135818507968512
 🥴,TEEJUS___,was going to do a top 5 albums of 2019 post then i remembered my music taste is extremely average and is probably on a gen z starter pack meme somewhereand i’m not even gen z,2,,18,,,https://twitter.com/TEEJUS___/status/1198096359372361728
Sadie Farrell  🏴  ↙️ ↙️ ↙️,Marusya_1312,"Gen Z missed out on the golden age of anticapitalist media. Not that Indymedia didn't have its problems & maybe nostalgia blinds me a bit but my god, comparing that stuff to today's Left Media™ makes it look almost angelic.",1,6,17,,,https://twitter.com/Marusya_1312/status/1198082350644633607
Dr. Tara C. Smith,aetiology,Resolved: Baby Yoda is the Gizmo of Gen Z. pic.twitter.com/LNBqsw5tpx,8,28,191,https://pbs.twimg.com/media/EKBvy9kWwAI_T_8.jpghttps://pbs.twimg.com/media/EKBvzSQW4AEM1L1.jpg,,https://twitter.com/aetiology/status/1198080430538469377
Andrew Briedis,AndrewBriedis,Gen Z will never know what it’s like to open their DVR to watch The Amazing Race but football ran over and 90% of the recording is 60 Minutes so you just quit watching Sunday night TV altogether.,1,2,32,,,https://twitter.com/AndrewBriedis/status/1198040849646534656
 🎁 big time rush memes  🎁,bigtimebinch,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you are an honorary member of big time rush,4,102,396,,,https://twitter.com/bigtimebinch/status/1198021852561580036
##loser is semi ia bc of mocks,bisexualoona,boomers vs. gen z pic.twitter.com/IkpQ34K0W4,1,8,36,https://twitter.com/db808e4e-290f-4799-ab3c-4382863b11c7,https://twitter.com/i/videos/1198009652124016640?embed_source=facebook,https://twitter.com/bisexualoona/status/1198009652124016640
Ashley Elizabeth  🦋,ashdasharkslaya,Enjoy babies while you can because Gen Z about to make them bitches extinct. pic.twitter.com/Cyvuadspqh,1,19,120,https://pbs.twimg.com/media/EKAdLPFX0AMyD3u.jpg,,https://twitter.com/ashdasharkslaya/status/1197989585659281409
"Rachel ""The Doc"" Bitecofer  📈 🔭",RachelBitecofer,"D Party thinks. And in many ways, the progressive wing of the party will already ""win"" 2020 bc whoever emerges as the D nominee will do so as the most unabashedly liberal nominee the candidate has seen in decades. And both the enfranchisement of millennials and Gen Z voters, as",2,3,35,,,https://twitter.com/RachelBitecofer/status/1197981209168666625
Ali The Ansari,AliTheAnsari,When Gen Z kids start saying “ok Millennial”: pic.twitter.com/AA97DIj4RU,,4,19,https://pbs.twimg.com/media/EKAUrhIWoAITyJo.jpg,,https://twitter.com/AliTheAnsari/status/1197980248010309633
R.Сам  🦋 🐏 🍂,Logo_Daedalus,"Gen Z’s power level is higher than millennials because they are bringing back NICOTINE EXCELLENCE. This is a mind war, a body war, a chemical war— they want to stop Gen Z from getting nicotine woke. Smokers are the enemy because smoking is reactionary.",3,3,46,,,https://twitter.com/Logo_Daedalus/status/1197979758992220160
Canadian Bankers Association,CdnBankers,"Our #YourMoneyStudents program was revitalized to better connect with Gen Z students  http://ow.ly/cxRv50xipXf ""Gen Z cares deeply about financial literary and the links between effective money management and overall well-being,"" said @neilparmenter#FLM2019 #financialliteracy",,2,3,,,https://twitter.com/CdnBankers/status/1197967491408048129
��𝓪𝔀𝓻𝓮𝓷𝓬𝓮 𝐈𝐕,Fahhcuue,"""Ok Boomer"" is the equivalent of having a temper tantrum and stomping off to your room to play video games and eat hot pockets. Just another way for people to be lazy.You don't have to be Gen Z to say it and you don't have to be a Boomer to be called one.#OkBoomer #Spankingspic.twitter.com/VIR002J9Du",13,59,41,https://pbs.twimg.com/media/EJ_vTRKXkAAXNkk.jpg,,https://twitter.com/Fahhcuue/status/1197939146016382979
Monica On Air,monicaonairtalk,You DON’T want to miss my bonus podcast with my daughter on @realDonaldTrump & winning Gen Z vote. #gapol Airs Saturday. @wsbradio,1,16,38,,,https://twitter.com/monicaonairtalk/status/1197934020341960704
��𝔶𝔡  🦇 🌈,1975SYDNEY_,"i dont know if i’m really a gen z or millenial, but i KNOW im in the generation of people who gwen stefani taught how to spell “bananas”",,3,23,,,https://twitter.com/1975SYDNEY_/status/1197926494799949824
Karen Kwan,RepKarenKwan,Dr. Corey Seemiller discusses her research on Gen Z students K-20. Impressed by Gen Z accomplishments and what that means for classrooms. #utpol @SaltLakeCCpic.twitter.com/QmPc0n2KAE,,1,5,https://pbs.twimg.com/media/EJ_hMyCU0AAtO2_.jpg,,https://twitter.com/RepKarenKwan/status/1197923645504380928
Charlie's Toolbox,charliestoolbox,Gen Z is really about to shake the system up. https://twitter.com/israhirsi/status/1197689604796796929 …,,14,25,,,https://twitter.com/charliestoolbox/status/1197910155066847235
Kate Bernot,kbernot,"What's driving the rise of 100-calorie craft beers? Seltzers, Gen Z, Michelob Ultra, and more: https://thetakeout.com/100-calorie-low-carb-craft-beers-trend-1839984234 …pic.twitter.com/UXsBHJFw4P",5,2,20,https://pbs.twimg.com/media/EJ_TLIzU0AUJPqs.jpg,,https://twitter.com/kbernot/status/1197908224936050690
Adam Kelsey,adamkelsey,“Gen Z has even started calling him ‘Mayo Pete.’”Gen Z is ruthless. https://www.washingtonpost.com/opinions/2019/11/21/pete-buttigieg-millennials-bane/ …,6,5,62,,,https://twitter.com/adamkelsey/status/1197907456011243521
Shannon,TheStagmania,"""But there’s one hang-up: Mayor Pete has an easier time charming people twice his 37 years of age than half of it. Gen Z has even started calling him Mayo Pete, and no one — no one — wants to be mayonnaise."" https://www.washingtonpost.com/opinions/2019/11/21/pete-buttigieg-millennials-bane/ …",1,12,58,,,https://twitter.com/TheStagmania/status/1197904739360481281
∂(Megan)/∂(t) 🇺🇸,neuro7plastic,"Millennials and Gen Z should take heed.Making a Deal with The State for Free Stuff comes at a cost. If you make that Deal, The State OWNS YOU.Big Government Devours Individuals and Liberty. https://twitter.com/neuro7plastic/status/1197898617794650113 …",7,109,104,,,https://twitter.com/neuro7plastic/status/1197900743522439169
Matthew Martin,hyperplanes,"But of course, Millennials had conflicted feelings because Boomers are their parents, and they had been indoctrinated to adore them. Gen Z had no such qualms and invented the ""ok boomer"" insult. Gen Z voiced what Millennials were kind of afraid to say.",2,,6,,,https://twitter.com/hyperplanes/status/1197866219833085953
Roxy,laboxalaroxa,Gen Z : 1996 – TBDMillennials : 1977 – 1995Generation X :  Fuck OffBoomers : 1946 – 1964,14,133,178,,,https://twitter.com/laboxalaroxa/status/1197857694092288000
tamagotchi witch,ninainthedark,Born before 97? Millennial. Born after 2003? gen z. Born in the middle? If u have millennial siblings ur a millennial if you have gen z siblings ur gen z. If you have neither or both u will fade into nonexistance before 2020 I don’t make the rules,2,2,8,,,https://twitter.com/ninainthedark/status/1197793734252908544
alicia  ❄️,aliciaxxv,"definitely gen z, sorry to disappoint </3 pic.twitter.com/f2WxwzzmhH",2,11,70,https://twitter.com/48951bb1-a5ff-4278-bf5a-a26f45cbed7b,https://twitter.com/i/videos/1197788532103712768?embed_source=facebook,https://twitter.com/aliciaxxv/status/1197788532103712768
Norasferatu  🦇,NoraReed,the blessing that millennials have that was sadly denied gen z and later is that our embarrassing fandom conversations and RANDOM!!1 phase was not well archived,3,5,70,,,https://twitter.com/NoraReed/status/1197749065477263360
Bird Keeper Amanda @ Galar,cinniharpy,I just feel like too many people have forgotten about that Fatboy Slim music video with Christopher Walken. Does Gen Z know?,10,5,24,,,https://twitter.com/cinniharpy/status/1197725655401738241
Dr Witchy Fish Philosopher 🐟 🌿 🎃,ZoeSTodd,"Please just put Gen Z in charge of the government, all the societal leadership roles. They’ll govern for the future. They can consult with older folks as needed, but on need to know basis. Make sure they’re fairly remunerated. You can start by taxing Bezos and Gates.",,4,48,,,https://twitter.com/ZoeSTodd/status/1197716214778388480
Aisha Hakim,AishaAnnHakim,In the last week I’ve seen 3 Gen Z men wearing overalls. I love this trend because nothing says allyship like having to get naked to pee.,,2,53,,,https://twitter.com/AishaAnnHakim/status/1197715313120251904
Ad Age,adage,How to market to Gen Z parents. More from our Publishing Partner. http://ow.ly/ChN150xhbYQ pic.twitter.com/Fh8OcEMSKL,,9,12,https://pbs.twimg.com/media/EJ8ZPSkXUAATNx-.jpg,,https://twitter.com/adage/status/1197703778335625216
Debeshi Gooptu,DebeshiGooptu,"I was getting desperate as the Gen Z folks I was interviewing don't read. Then I met someone who said she did. ""Who's your favourite author?"" I was naturally excited. ""Savi Sharma,"" she said. ""And the last book I read by her was Pride & Preaches."" Jane Austen must be turning :)",15,6,59,,,https://twitter.com/DebeshiGooptu/status/1197692450438971392
patrickswayze’spatrickgravy,SamGrittner,"MILLENNIALS AND GEN Z: All we want is an inhabitable planet, fair wages, a healthcare system that doesn’t bankrupt us, and a chance to have a decent life.BOOMERS AND BILLIONAIRES: pic.twitter.com/w4sty81MaW",4,34,192,https://pbs.twimg.com/media/EJ8NnNlX0AExDfi.jpghttps://pbs.twimg.com/media/EJ8NnNlW4AE2-pa.jpg,,https://twitter.com/SamGrittner/status/1197690999105097728
Sara,heckyeahsara,"At 22, I was all “don’t call me Gen Z I’m a millennial, damnit!” Now at 24 I welcome being called Gen Z as I am desperate for any association with youth",,,7,,,https://twitter.com/heckyeahsara/status/1197675291696603136
Students for Life,StudentsforLife,Gen Z and Millennials:Reject infanticideFavor funding health care clinics instead of Planned ParenthoodWant to see Roe reversed,7,37,176,,,https://twitter.com/StudentsforLife/status/1197673623139573761
gabby :),gabbynguyenx,the difference between millennials and gen z’s is that gen z’s are tik tokers,2,1,16,,,https://twitter.com/gabbynguyenx/status/1197656462161350656
Jake Ligmanowski?,JakeLig,"Gen Z- Boring af- Reminds me of Pokémon- Makes me feel like I should be in high school Zoomer- Fun to say- Embraces millennial culture - Correctly assumes that I do, in fact, love to zoom",,3,28,,,https://twitter.com/JakeLig/status/1197635678365868034
FEE,feeonline,"Baby boomers might have paid into Social Security, but millennials and Gen Z are being asked to pay a lot more—for a program that will offer them less return. http://zpr.io/tsHEQ ",1,15,36,,,https://twitter.com/feeonline/status/1197622259575328769
��𝐚𝐫𝐚𝐡 💛IS SEEING ERIC NAM IN TORONTO,hoeforateez,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you’re part of the same generation as Ateez’ members and that’s a fuckng blessing,36,441,1.2K,,,https://twitter.com/hoeforateez/status/1197599962827231235
Voterad O'Labour  🌹,okeefe_92,"pink hair, finger guns, existential crisis over his age... honestly the 'gen z bi guy' starter pack pic.twitter.com/eysVjgx3qM",7,24,135,https://pbs.twimg.com/media/EJ6spmfX0AE0gfX.jpghttps://pbs.twimg.com/media/EJ6sp_WW4AAt-w4.jpg,,https://twitter.com/okeefe_92/status/1197584398666866690
 🎄Kai'Mana!™ says: MURR CHRYSLER @HomeCon2019 ⛄,CertifiedLeggy,Gen Z: Figures out how to use Obsolete Technology Boomers: *V I S I B L E  A N G E R* pic.twitter.com/8NZiGoK16A,7,9,57,https://pbs.twimg.com/media/EJ6od-nWoAE0mN4.jpg,,https://twitter.com/CertifiedLeggy/status/1197579788266983424
Konata™  🎄,NotKonata,"If you were born before 1996, you’re a millennial.if you were born after 2005, you’re part of gen z.if you were born in between, you’ve religiously watched Sonic X on the CW. pic.twitter.com/seidrvaEhc",26,46,226,,https://twitter.com/i/videos/1197575325389074438?embed_source=facebook,https://twitter.com/NotKonata/status/1197575325389074438
juju kennedy,jujubeekennedy,me: gen z is sick of everyone’s tomfoolery. they’re ready to take action and save the world!! gen z stan for life!!gen z: *creates more social change and impact before the age of 18 than I have in my entire life*also gen z: https://twitter.com/CaleSaurage/status/1196947436167729152 …,,,3,,,https://twitter.com/jujubeekennedy/status/1197572210770137088
Ryan Broderick,broderick,"Gen Z emo is so good and exciting. I feel like the new crop of bands are connecting all the threads from prehistoric emo, mall pop punk, and emo revival stuff into some really fun stuff. Check out Origami Angel https://open.spotify.com/album/2XHvAjd9OG3qsg7suAo90l?si=OQ22zsUlSiKtyIeB4aZF_Q …and Glass Beachhttps://open.spotify.com/album/1KroMxmb0vktMfKOIADGyq?si=-hmRYv_mSk6rYbAnSSwE9Q …",5,13,123,,,https://twitter.com/broderick/status/1197562848819503105
Winifred,WaywardWinifred,when you got those gen z votes on LOCK.https://apnews.com/0e2787296dee47ba9b32d86e3edf5d99 …,3,4,29,,,https://twitter.com/WaywardWinifred/status/1197560560637886464
��𝐢𝐦 | MY BDAY,hawkinsjedi,if you were born before 1996 you are a millennialif you were born after 2005 you are gen zif you were born in between then you are probably very sad and lonely,12,183,808,,,https://twitter.com/hawkinsjedi/status/1197539812720488448
Abdul El-Sayed,AbdulElSayed,I believe the reason that Bernie is the overwhelming choice for Gen Z and millennials is that: he’s not pretending. He just is. We see through the glitter to the substance. And Bernie is ALL substance. 10/10,33,265,1.1K,,,https://twitter.com/AbdulElSayed/status/1197536767035006976
Stefano Pontecorvo,pontecorvoste,Warmest congratulations to Lt. Gen Nadeem Raza for this very prestigious and important appointment. I am sure that under your tenure the relations between the Armed Forces of Pakistan and Italy will continue to prosper. Warmest thanks to outgoing CJCSC Gen. Z M. Hayat. pic.twitter.com/SaoQ0jsKCU,2,11,111,https://pbs.twimg.com/media/EJ55bbpWoAgrGSQ.jpg,,https://twitter.com/pontecorvoste/status/1197528077406023681
Milk  🥛,milkstrology,it’s so a awkward being born in 1994 because 1995 is literally the beginning of gen z and pluto in sagittarius so i am the baby millennial/elder gen z grey space,14,24,404,,,https://twitter.com/milkstrology/status/1197521733172908032
Allen Lau  🇨🇦,allenlau,"Our latest blog post: Understanding Gen Z, The Socially Conscious Generation.Friendly reminder: Wattpad is your one-stop source for the latest Gen Z trends and insights :-) …https://brandinsights-wattpad-com.cdn.ampproject.org/c/s/brandinsights.wattpad.com/understanding-gen-z-the-socially-conscious-generation …",,2,9,,,https://twitter.com/allenlau/status/1197513589034278914
Miss Girl,OhEmmeG,i think millenials and gen z are closer than a lot of other generations. i told my student good job she hit me with the “you know a lil RAZZLE DAZZLE”,2,20,99,,,https://twitter.com/OhEmmeG/status/1197513338525290497
ً,ssoogyu,gen z slang for “i’m older than someone”: pic.twitter.com/etwvX9QbxK,20,888,2.6K,https://pbs.twimg.com/media/EJ5ofGEWoAA98c9.jpg,,https://twitter.com/ssoogyu/status/1197509440905400322
naturelle,naturelle13,"Tennis big bosses: “Matches are too long and the sport too complicated for those dumb Millennials & Gen Z! We need to make changes.”Those changes: a new tournament where matches end at 4 a.m. and you need a math degree to understand qualification scenarios.Ok, boomer(s).  https://twitter.com/josemorgado/status/1197462878481272832 …",,6,24,,,https://twitter.com/naturelle13/status/1197467451274993664
Matthew Anderson,MattAndersonNYT,"Wot?? >> ""I have been informed by my Millennial and Gen Z co-workers that the new thing I’m supposed to type is 'kk.' To write 'O.K.' or 'K,' they tell me, is to be passive-aggressive or imply that I would like the recipient to drop dead."" https://www.nytimes.com/2019/11/21/business/kk.html …",20,7,38,,,https://twitter.com/MattAndersonNYT/status/1197457448635944960
Slush,SlushHQ,“Young people don’t think of work and education as separate. They expect to be constantly learning! And that’s a fundamental shift in the system.”  @Adelbadge of @WhiteHatGB says Gen Z’s expectations of career fluidity is changing the future of work. #SagaStage #slush19,1,19,39,,,https://twitter.com/SlushHQ/status/1197443347587239936
Milk  🥛,milkstrology,"my only issue with gen z is that y’all are the pluto in sagittarius generation, meaning y’all have absolutely no filter and my pluto in scorpio ppl wanna conceal everything. i go on tik tok and y’all are describing your bowel movements.",42,276,3.3K,,,https://twitter.com/milkstrology/status/1197366626766581760
Milk  🥛,milkstrology,is tumblr a millenial or gen z thing?,19,7,71,,,https://twitter.com/milkstrology/status/1197319818971451392
Michael Lieberman,michaelagrammar,"Buttigieg is who many boomer parents wish their 'ungrateful' millennial/Gen Z children were: courteous to the disingenuous opposition, fully deferential to business interests, with a 'by your bootstraps' worldview and mild temperament that neutralizes any whiff of 'entitlement.'",9,8,89,,,https://twitter.com/michaelagrammar/status/1197304934783430656
��𝒽𝒾𝓃𝑒𝓈𝓉𝑜𝓃𝑒 𝒸𝑜𝓌𝑔𝒾𝓇𝓁,blushedbae,people born 1997-2001 are just millennials with gen z risings,,19,112,,,https://twitter.com/blushedbae/status/1197293317505142786
Jill Scharr,JillScharr,I'm a firm believer in millennial/gen Z solidarity but I'd also love to see some gen Z comedy roasting millennials,4,1,29,,,https://twitter.com/JillScharr/status/1197288161543475200
Natalie Sportelli,N_Sportelli,someone told me Gen Z yellow is the new millennial pink and now i see it *everywhere*,4,3,39,,,https://twitter.com/N_Sportelli/status/1197281335234179073
 🏳️‍🌈 jo ll yoonterlude  ✨ LOONA,YE0NJOONS,like yea this is about the generational gap and how elders view millenials n gen z but its also heavily applicable to how they've been treated across music industries hhhh,1,30,339,,,https://twitter.com/YE0NJOONS/status/1197262299863670790
